1.975, 1.1, 0
1.475, 1.1, 0
0.9500000000000001, 1.1, 0
0.47500000000000003, 0.9, 0
0.47500000000000003, 0.65, 0
0.775, 0.35000000000000003, 0
1.075, 0.35000000000000003, 0
1.35, 0.65, 0
1.425, 1.1500000000000001, 0
1.2000000000000002, 1.25, 0
0.8250000000000001, 1.25, 0
0.47500000000000003, 1.3, 0
0.325, 1.425, 0
0.35000000000000003, 1.5750000000000002, 0
0.55, 1.75, 0
0.8500000000000001, 1.75, 0
1.0, 1.675, 0
1.075, 1.55, 0
1.075, 1.35, 0
0.9750000000000001, 1.1500000000000001, 0
0.8250000000000001, 0.9, 0
0.8250000000000001, 0.7250000000000001, 0
0.925, 0.5, 0
1.05, 0.375, 0
1.25, 0.375, 0
1.4000000000000001, 0.42500000000000004, 0
1.4500000000000002, 0.47500000000000003, 0
1.5250000000000001, 0.65, 0
1.55, 0.8250000000000001, 0
1.55, 1.125, 0
1.55, 1.2750000000000001, 0
1.5750000000000002, 1.425, 0
1.6, 1.475, 0
1.6500000000000001, 1.5250000000000001, 0
1.675, 1.6, 0
1.725, 1.6500000000000001, 0
1.75, 1.725, 0
